phase,loss,accuracy,sender_entropy,receiver_entropy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.3556385934352875,26.32699966430664,2.8948121070861816,1.0784504413604736,5.7423200607299805,92276,,,,
train,1.2063535451889038,53.12200164794922,1.7257767915725708,0.558606743812561,5.989739894866943,57250,,,,
train,0.6919621825218201,62.2400016784668,1.3496403694152832,0.5107306241989136,5.999539852142334,45443,,,,
train,0.34049469232559204,66.2300033569336,1.141133189201355,0.4670013189315796,5.999939918518066,35644,,,,
train,0.05584278702735901,68.87999725341797,1.030041217803955,0.4771582782268524,6.0,28735,,,,
train,-0.2860383093357086,71.3479995727539,0.638611912727356,0.4225342869758606,6.0,11426,,,,
train,-0.42608508467674255,73.30500030517578,0.5104354023933411,0.414222776889801,6.0,7403,,,,
train,-0.551765501499176,71.94100189208984,0.3482745885848999,0.41691702604293823,6.0,5836,,,,
train,-0.5762414336204529,73.52300262451172,0.49855926632881165,0.39758506417274475,6.0,9961,,,,
train,-0.5476499199867249,74.36599731445312,0.5428344011306763,0.3930741548538208,6.0,8057,,,,
val,0.6878348588943481,50.504032135009766,1.8878055810928345,0.4628106653690338,6.0,6,91.71711655574146,0.1939513070680525,0.4117390215396881,0.24143414199352264
val,0.6242783665657043,65.7258071899414,1.5302616357803345,0.4890842139720917,6.0,19,92.79261759622594,0.2281947028086808,0.42217597365379333,0.18669739365577698
val,0.42503687739372253,70.26210021972656,1.2498401403427124,0.42970943450927734,6.0,30,93.40201676322516,0.18900453257914301,0.34194281697273254,0.23145371675491333
val,-0.15490999817848206,69.05242156982422,1.1032910346984863,0.5155452489852905,6.0,24,92.02533448164084,0.2012983888278879,0.3400270342826843,0.1794338822364807
val,-0.5424848794937134,67.84274291992188,0.7730697989463806,0.4130609333515167,6.0,27,93.14548593509939,0.19456296561422334,0.2843398451805115,0.1735205203294754
val,-0.6207789778709412,73.28629302978516,0.6284806132316589,0.45714181661605835,6.0,35,93.63334339686267,0.157336184216334,0.2726239562034607,0.14815232157707214
val,-0.5863927602767944,79.73789978027344,0.3440633714199066,0.40867361426353455,6.0,28,93.51453148807565,0.1656796494593366,0.2005174160003662,0.15242062509059906
val,-0.6309792399406433,78.83064270019531,0.28605136275291443,0.38082119822502136,6.0,35,92.4457987523025,0.15837518712581491,0.22283080220222473,0.1469128280878067
val,-0.516668975353241,80.14112854003906,0.6200287938117981,0.3839360177516937,6.0,39,96.00377837009239,0.19780043435364095,0.3109385073184967,0.20232869684696198
val,-0.6727265119552612,71.37096405029297,0.572848916053772,0.4184678792953491,6.0,49,94.55218222292461,0.16640040560468822,0.2686011791229248,0.198674738407135
val (no noise),0.679421067237854,50.504032135009766,1.8878055810928345,0.4603677988052368,6.0,43,91.71711655574146,0.18733664724858196,0.31589531898498535,0.1537230908870697
val (no noise),0.6011810302734375,64.71774291992188,1.5302616357803345,0.4935826361179352,6.0,89,92.79261759622594,0.22171690492562407,0.34625473618507385,0.15908263623714447
val (no noise),0.39290374517440796,68.04435729980469,1.2498401403427124,0.44041815400123596,6.0,102,93.40201676322516,0.1860368844033103,0.2905861735343933,0.20478369295597076
val (no noise),-0.15602031350135803,68.1451644897461,1.1032910346984863,0.5144305229187012,6.0,106,92.02533448164084,0.19375821365836113,0.28900817036628723,0.15539738535881042
val (no noise),-0.5365523099899292,67.43951416015625,0.7730697989463806,0.42562606930732727,6.0,113,93.14548593509939,0.18793311378336694,0.24875971674919128,0.15008434653282166
val (no noise),-0.6139616966247559,72.37903594970703,0.6284806132316589,0.46607688069343567,6.0,116,93.63334339686267,0.14950073131081518,0.23485369980335236,0.12953349947929382
val (no noise),-0.5808093547821045,76.10887145996094,0.3440633714199066,0.4076436460018158,6.0,114,93.51453148807565,0.15487260786806395,0.16334977746009827,0.12167353183031082
val (no noise),-0.6157970428466797,75.80644989013672,0.28605136275291443,0.379662424325943,6.0,112,92.4457987523025,0.14760787695894564,0.18866389989852905,0.1228519007563591
val (no noise),-0.5405227541923523,78.32661437988281,0.6200287938117981,0.4032309651374817,6.0,144,96.00377837009239,0.19403191628850677,0.26892662048339844,0.17409014701843262
val (no noise),-0.67116779088974,67.33870697021484,0.572848916053772,0.42845165729522705,6.0,148,94.55218222292461,0.16205693146968364,0.22955584526062012,0.17202399671077728
