phase,loss,accuracy,sender_entropy,receiver_entropy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,-0.25294509530067444,20.023000717163086,3.1774747371673584,0.9152045845985413,5.733570098876953,99954,,,,
train,-0.2525772750377655,19.944000244140625,3.2184391021728516,0.5138005614280701,5.700769901275635,99976,,,,
train,-0.21455241739749908,20.256000518798828,3.1701009273529053,0.505486249923706,5.701039791107178,99965,,,,
train,1.5822409391403198,45.917999267578125,1.8455607891082764,0.6046804785728455,3.4697000980377197,56973,,,,
train,2.0670063495635986,60.26900100708008,1.5278631448745728,0.568935751914978,3.528090000152588,46547,,,,
train,1.5195603370666504,64.83799743652344,1.2855846881866455,0.5188459753990173,3.725830078125,38012,,,,
train,0.8746552467346191,66.31999969482422,0.9790098071098328,0.4858916401863098,3.527400016784668,27346,,,,
train,0.7750046253204346,69.63999938964844,1.0751725435256958,0.4635940194129944,4.392240047454834,34209,,,,
train,0.46582821011543274,75.16600036621094,0.7640517950057983,0.38301578164100647,4.116580009460449,22320,,,,
train,0.5149565935134888,81.03099822998047,0.7976686358451843,0.2882479429244995,4.570549964904785,22664,,,,
val,-0.08821683377027512,21.06854820251465,3.224982738494873,0.8466501832008362,6.0,1,61.9028252386724,-0.05496598917117639,,
val,-0.1559092253446579,20.66532325744629,3.239535331726074,0.42954474687576294,6.0,1,55.94465575903611,-0.05496598917117639,,
val,-0.27876999974250793,24.19354820251465,3.094998359680176,0.6428733468055725,2.2348790168762207,8,72.59428538121732,0.1435539589451553,0.18096736073493958,0.1925818771123886
val,1.7269293069839478,57.8629035949707,2.0310451984405518,0.6209145188331604,4.2631049156188965,16,94.04135985977804,0.17646114188940054,0.3111574053764343,0.14879240095615387
val,1.4305490255355835,69.05242156982422,1.4016326665878296,0.5708291530609131,3.40625,28,95.15074138432186,0.17512643076289883,0.28746259212493896,0.10079341381788254
val,0.35406672954559326,72.88306427001953,0.8927773237228394,0.522296130657196,3.6239919662475586,23,94.98096853170293,0.18158652022776953,0.3398105204105377,0.13637487590312958
val,0.6590375304222107,70.46370697021484,1.535749912261963,0.439876914024353,4.3568549156188965,52,93.725221667769,0.21091850140256913,0.3356133997440338,0.13081490993499756
val,-0.2600773274898529,76.91532135009766,0.7715099453926086,0.4551532566547394,4.560483932495117,24,94.85035801959695,0.20510014702803556,0.3674805760383606,0.16929121315479279
val,0.03008502721786499,87.90322875976562,0.8633403182029724,0.2989666759967804,4.066532135009766,109,94.52369424729746,0.23455322021607083,0.2316211462020874,0.0948328971862793
val,-0.2756408154964447,85.48387145996094,0.7289655804634094,0.26600000262260437,4.988911151885986,132,95.3569430164991,0.25147013147623437,0.22316166758537292,0.11306026577949524
val (no noise),-0.07239465415477753,21.169355392456055,3.224982738494873,0.8436273336410522,6.0,15,61.9028252386724,-0.014895787479275438,0.004928505979478359,0.0032268331851810217
val (no noise),-0.1558510959148407,20.66532325744629,3.239535331726074,0.42947232723236084,6.0,15,55.94465575903611,-0.004895735802357708,0.005576485767960548,0.005033032037317753
val (no noise),-0.2787637412548065,24.19354820251465,3.094998359680176,0.6428700089454651,2.2348790168762207,23,72.59428538121732,0.14255753262014653,0.1429138034582138,0.17857864499092102
val (no noise),1.7085167169570923,57.459678649902344,2.0310451984405518,0.6289024949073792,4.2631049156188965,60,94.04135985977804,0.17826678493450185,0.2828754484653473,0.12293095886707306
val (no noise),1.4144618511199951,68.8508071899414,1.4016326665878296,0.5728252530097961,3.40625,76,95.15074138432186,0.17217514485388052,0.26685410737991333,0.0948840081691742
val (no noise),0.33956220746040344,72.4798355102539,0.8927773237228394,0.5241694450378418,3.6239919662475586,63,94.98096853170293,0.17907254410440498,0.31308597326278687,0.11429885774850845
val (no noise),0.5829893350601196,69.3548355102539,1.535749912261963,0.44572263956069946,4.3568549156188965,124,93.725221667769,0.20890721080560762,0.31288212537765503,0.11339177191257477
val (no noise),-0.30165335536003113,75.0,0.7715099453926086,0.46555525064468384,4.560483932495117,100,94.85035801959695,0.20341528337108214,0.3333601653575897,0.1442110687494278
val (no noise),-0.02324884757399559,85.38306427001953,0.8633403182029724,0.3036237359046936,4.066532135009766,199,94.52369424729746,0.2281290920136658,0.22040553390979767,0.0883474200963974
val (no noise),-0.3223596215248108,82.66129302978516,0.7289655804634094,0.275285542011261,4.988911151885986,260,95.3569430164991,0.2486847038567582,0.20607474446296692,0.09943929314613342
