phase,loss,accuracy,sender_entropy,receiver_entropy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,-0.07826395332813263,37.44900131225586,1.7644370794296265,0.7447898387908936,2.970560073852539,2601,,,,
train,-0.3024613559246063,55.013999938964844,0.8754417896270752,0.5213926434516907,2.994889974594116,2165,,,,
train,-0.45509278774261475,64.06600189208984,0.6989251971244812,0.42444589734077454,2.996959924697876,1504,,,,
train,-0.5786862969398499,73.25499725341797,0.4243781864643097,0.30281391739845276,2.9995100498199463,721,,,,
train,-0.6973274350166321,78.68099975585938,0.25514498353004456,0.24542300403118134,2.9999001026153564,369,,,,
train,-0.74510657787323,80.61000061035156,0.2101443111896515,0.21926312148571014,3.0,261,,,,
train,-0.799981951713562,81.73799896240234,0.14452624320983887,0.2056656777858734,3.0,137,,,,
train,-0.8262603282928467,82.2979965209961,0.11142481863498688,0.1959811896085739,3.0,90,,,,
train,-0.8346918225288391,82.6709976196289,0.10725689679384232,0.1897246092557907,3.0,50,,,,
train,-0.8454479575157166,82.7509994506836,0.0975966826081276,0.18208448588848114,3.0,85,,,,
val,-0.16922920942306519,51.5120964050293,1.1986018419265747,0.429429829120636,3.0,8,92.08841474713202,0.18305836700898936,0.4104686379432678,0.22054915130138397
val,-0.4357999563217163,64.11289978027344,0.9638359546661377,0.5276733636856079,3.0,6,95.78851279801889,0.18753500135114368,0.3770875632762909,0.32299092411994934
val,-0.5036707520484924,72.98387145996094,0.5886978507041931,0.3138989806175232,3.0,9,93.2822252950463,0.21892639509054504,0.19867810606956482,0.10363639146089554
val,-0.7153220772743225,78.125,0.26820534467697144,0.2457513064146042,3.0,13,92.84358329357258,0.23290145894623843,0.1810038685798645,0.08732545375823975
val,-0.7659861445426941,81.25,0.19264034926891327,0.23289081454277039,3.0,12,92.78631008443902,0.2519302471413895,0.13224051892757416,0.16038422286510468
val,-0.7842222452163696,81.1491928100586,0.18980619311332703,0.2258417159318924,3.0,13,93.34857171689912,0.22957805987240984,0.13836899399757385,0.12905098497867584
val,-0.8219552040100098,83.16532135009766,0.14403900504112244,0.1934879720211029,3.0,14,93.15928733046067,0.2306105189237218,0.11503364145755768,0.1404222697019577
val,-0.8240151405334473,82.25806427001953,0.0951821431517601,0.19007770717144012,3.0,13,94.06803262495127,0.22543850925787892,0.12312442809343338,0.1520645022392273
val,-0.8391794562339783,82.66129302978516,0.09719004482030869,0.18404720723628998,3.0,13,94.61980130588775,0.22914440189116736,0.14849653840065002,0.1675647646188736
val,-0.839850127696991,83.7701644897461,0.09886594116687775,0.18414129316806793,3.0,13,93.46290434350614,0.23579028152754192,0.13516783714294434,0.15859921276569366
val (no noise),-0.16468684375286102,47.88306427001953,1.1986018419265747,0.47202426195144653,3.0,16,92.08841474713202,0.1548642217266018,0.27842092514038086,0.1588166505098343
val (no noise),-0.4328950345516205,58.26612854003906,0.9638359546661377,0.5487105250358582,3.0,14,95.78851279801889,0.1443453970934964,0.2745819091796875,0.22278738021850586
val (no noise),-0.4813256859779358,65.0201644897461,0.5886978507041931,0.3470665514469147,3.0,18,93.2822252950463,0.180848843943454,0.144339919090271,0.07755826413631439
val (no noise),-0.6718531847000122,70.26210021972656,0.26820534467697144,0.27288952469825745,3.0,23,92.84358329357258,0.20243919232688395,0.1409364938735962,0.0674232691526413
val (no noise),-0.7275034785270691,75.0,0.19264034926891327,0.2593100070953369,3.0,23,92.78631008443902,0.21683321692581475,0.10647887736558914,0.1204879954457283
val (no noise),-0.733108639717102,74.09274291992188,0.18980619311332703,0.23600633442401886,3.0,25,93.34857171689912,0.2003671972465313,0.10982730984687805,0.09576264023780823
val (no noise),-0.7622079253196716,75.70564270019531,0.14403900504112244,0.20603984594345093,3.0,25,93.15928733046067,0.20326610298613143,0.0851810872554779,0.10303940623998642
val (no noise),-0.756613552570343,73.68951416015625,0.0951821431517601,0.21925243735313416,3.0,24,94.06803262495127,0.19407806380231044,0.09041553735733032,0.113223135471344
val (no noise),-0.7705690860748291,74.49596405029297,0.09719004482030869,0.20629297196865082,3.0,24,94.61980130588775,0.2029473688343126,0.1152837872505188,0.12717430293560028
val (no noise),-0.7865602374076843,76.81451416015625,0.09886594116687775,0.21921445429325104,3.0,24,93.46290434350614,0.19828025408655162,0.1029416024684906,0.115107461810112
